Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
COQUIMBO,1307,007,RIO HURTADO,1,1,1,776,True
METROPOLITANA DE SANTIAGO,1308,002,SAN RAMON,1,1,1,2774,True
LA ARAUCANIA,1309,TROMEN QUEPE,PADRE LAS CASAS,1,2,3,3140,True
LA ARAUCANIA,1310,ITRAQUE,ANGOL,1,2,2,346,True
LA ARAUCANIA,1311,UNIDAD VECINAL URBANA 6,PITRUFQUEN,1,2,3,7596,True
LOS LAGOS,1312,BOQUINEGRO,LOS MUERMOS,1,2,2,617,True
LOS LAGOS,1313,PUCHAURAN,DALCAHUE,1,2,2,356,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1314,RANQUILHUE,PUMANQUE,1,1,2,686,True
MAULE,1315,BODEGA,LONGAVI,1,1,4,439,True
LOS LAGOS,1316,CAULIN BAJO,ANCUD,1,2,2,213,True
BIOBIO,1317,COIHUICO,CABRERO,1,2,2,318,True
ÑUBLE,1318,08R,YUNGAY,1,3,3,685,True
LA ARAUCANIA,1319,LLAIMA,MELIPEUCO,1,2,4,3330,True
LA ARAUCANIA,1320,NAHUELCO,PUREN,1,2,4,1276,True
VALPARAISO,1321,EL PEDERNAL,PETORCA,1,1,1,84,True
MAULE,1322,03R,CUREPTO,1,1,2,487,True
LA ARAUCANIA,1323,UNIDAD VECINAL 1,SAAVEDRA,1,2,4,2071,True
COQUIMBO,1324,010,RIO HURTADO,1,1,2,194,True
VALPARAISO,1325,SANTA JULIA,PETORCA,1,1,1,442,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1326,003R,QUINTA DE TILCOCO,1,1,1,1265,True
LA ARAUCANIA,1327,JAIME POCH,NUEVA IMPERIAL,1,2,2,1011,True
BIOBIO,1328,009,FLORIDA,1,2,3,622,True
ÑUBLE,1329,004R,PINTO,1,3,3,825,True
LA ARAUCANIA,1330,LOS ALTOS,NUEVA IMPERIAL,1,2,3,204,True
LOS LAGOS,1331,06,MAULLIN,1,2,3,665,True
ÑUBLE,1332,DIGUILLIN,SAN IGNACIO,1,3,3,2352,True
LOS LAGOS,1333,NANCUAN,RIO NEGRO,1,2,2,252,True
LOS RIOS,1334,CORRAL ALTO LA AGUADA,CORRAL,1,1,3,1104,True
BIOBIO,1335,MEMBRILLAR,CABRERO,1,2,2,595,True
LOS LAGOS,1336,LLAHUALCO,RIO NEGRO,1,2,2,276,True
LOS RIOS,1337,AMARGOS SAN CARLOS,CORRAL,1,1,3,776,True
LA ARAUCANIA,1338,EL PORVENIR,RENAICO,1,2,2,3621,True
BIOBIO,1339,HIJUELAS CANTERAS,QUILLECO,1,2,3,170,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1340,RINCONADA DE IDAHUE,COLTAUCO,1,1,1,694,True
COQUIMBO,1341,SANTA GRACIA,LA SERENA,1,1,1,4,True
BIOBIO,1342,QUILACOYA,HUALQUI,1,2,3,650,True
VALPARAISO,1343,83,QUILPUE,1,1,1,63,True
METROPOLITANA DE SANTIAGO,1344,28,CERRO NAVIA,1,1,1,7071,True
LA ARAUCANIA,1345,UNIDAD VECINAL 3,GORBEA,1,2,3,4397,True
MAULE,1346,VILLA LONGAVI,LONGAVI,1,1,4,2046,True
LOS RIOS,1347,CERRO LA MARINA,CORRAL,1,1,4,539,True
LA ARAUCANIA,1348,EL PARQUE,ANGOL,1,2,2,375,True
LA ARAUCANIA,1349,EL ESFUERZO,NUEVA IMPERIAL,1,3,3,4662,True
ÑUBLE,1350,027R,SAN CARLOS,1,3,3,864,True
METROPOLITANA DE SANTIAGO,1351,018R,MELIPILLA,1,1,1,135,True
BIOBIO,1352,002,SAN ROSENDO,1,2,4,1026,True
METROPOLITANA DE SANTIAGO,1353,SIN DEF COMUNAL,CERRO NAVIA,1,1,1,92,False
BIOBIO,1354,8,LEBU,1,2,2,508,True
LOS LAGOS,1355,OSTIONES,LOS MUERMOS,1,2,3,1260,True
MAULE,1356,032R,TALCA,1,1,1,13992,True
METROPOLITANA DE SANTIAGO,1357,3,QUINTA NORMAL,1,1,1,330,True
ÑUBLE,1358,10R,NIQUEN,1,3,4,159,True
LOS LAGOS,1359,SAN JUAN,DALCAHUE,1,2,2,162,True
COQUIMBO,1360,007,COQUIMBO,1,1,1,814,True
LA ARAUCANIA,1361,COILACO,NUEVA IMPERIAL,1,3,3,467,True
MAULE,1362,02R,CUREPTO,1,1,3,939,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1363,CASAS VIEJAS,PICHIDEGUA,1,1,2,291,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1364,PAREDONES AUQUINCO,CHEPICA,1,1,1,617,True
ATACAMA,1365,AMPLIACION SUR,FREIRINA,1,1,2,898,True
LA ARAUCANIA,1366,LAS ACEQUIAS,ANGOL,1,3,2,574,True
MAULE,1367,5,EMPEDRADO,1,1,3,1082,True
METROPOLITANA DE SANTIAGO,1368,LOS MAITENES,LA GRANJA,1,1,1,5964,True
COQUIMBO,1369,27,MONTE PATRIA,1,1,1,1494,True
MAULE,1370,12,MAULE,1,1,1,11503,True
BIOBIO,1371,7R,LEBU,1,2,2,51,True
MAULE,1372,LONGAVI SUR,LONGAVI,1,1,4,4527,True
COQUIMBO,1373,LA BARRANCA,COMBARBALA,1,1,3,641,True
LA ARAUCANIA,1374,UNIDAD VECINAL 6,TRAIGUEN,1,3,4,606,True
VALPARAISO,1375,LAS COMPUERTAS,PUTAENDO,1,1,2,285,True
LOS LAGOS,1376,PULUQUI,CALBUCO,1,2,2,445,True
LOS LAGOS,1377,SAN AGUSTIN,PUQUELDON,1,2,3,314,True
ÑUBLE,1378,008R,SAN CARLOS,1,3,3,995,True
COQUIMBO,1379,30,MONTE PATRIA,1,1,1,455,True
LA ARAUCANIA,1380,VILLA DIEGO PORTALES,NUEVA IMPERIAL,1,3,3,601,True
MAULE,1381,CUNACO-VIZ-NAGA,VILLA ALEGRE,1,1,1,415,True
VALPARAISO,1382,EL PERAL,EL TABO,1,1,4,361,True
COQUIMBO,1383,VILLA EL ARRAYAN,VICUNA,1,1,2,316,True
LOS LAGOS,1384,6R,HUALAIHUE,1,2,3,244,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1385,BARRANCAS,PICHILEMU,1,1,3,186,True
LA ARAUCANIA,1386,DIGNIDAD,PUREN,1,3,4,1439,True
MAULE,1387,14R,SAN CLEMENTE,1,1,1,1839,True
ÑUBLE,1388,012R,SAN CARLOS,1,3,3,1858,True
ÑUBLE,1389,0017,COIHUECO,1,3,3,2024,True
MAULE,1390,24,PARRAL,1,1,2,4564,True
MAULE,1391,08R,HUALANE,1,1,2,482,True
LOS RIOS,1392,SANTA ROSA,PAILLACO,1,1,1,692,True
VALPARAISO,1393,187,VALPARAISO,1,1,1,164,True
LOS LAGOS,1394,RINCON CHAHUILCO,RIO NEGRO,1,2,2,134,True
ÑUBLE,1395,16,BULNES,1,3,2,931,True
METROPOLITANA DE SANTIAGO,1396,SIN DEF COMUNAL,TALAGANTE,1,1,1,7837,False
COQUIMBO,1397,GABRIEL GONZALEZ VIDELA,LA SERENA,1,1,1,3785,True
COQUIMBO,1398,LOS RULOS,CANELA,1,1,2,492,True
ÑUBLE,1399,GUARILIHUE,COELEMU,1,3,2,1695,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1400,002R,QUINTA DE TILCOCO,1,1,2,1806,True
COQUIMBO,1401,COGOTI 18,COMBARBALA,1,1,4,1167,True
LOS LAGOS,1402,11R,HUALAIHUE,1,2,4,353,True
MAULE,1403,BOBADILLA,SAN JAVIER,1,2,2,2112,True
ÑUBLE,1404,2R,SAN FABIAN,1,3,3,243,True
MAULE,1405,13,PARRAL,1,2,2,976,True
MAULE,1406,LOMAS DE PUTAGAN,COLBUN,1,2,1,638,True
LOS RIOS,1407,R13,LOS LAGOS,1,1,1,1097,True
COQUIMBO,1408,ISLON,LA SERENA,1,1,1,169,True
LOS LAGOS,1409,17R,QUEILEN,1,2,2,481,True
METROPOLITANA DE SANTIAGO,1410,041,MELIPILLA,1,1,1,825,True
LOS RIOS,1411,4R,LA UNION,1,1,2,4960,True
LA ARAUCANIA,1412,VILLA TOLPAN,RENAICO,1,3,2,373,True
VALPARAISO,1413,12R,CABILDO,1,1,1,194,True
LA ARAUCANIA,1414,TROMEN MOLLULCO,TEMUCO,1,3,1,1016,True
COQUIMBO,1415,15,MONTE PATRIA,1,1,1,159,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1416,PADRE HURTADO,PICHIDEGUA,1,1,2,225,True
MAULE,1417,TANHUAO,PENCAHUE,1,2,2,136,True
LOS LAGOS,1418,SAGUILUE,RIO NEGRO,1,2,2,36,True
COQUIMBO,1419,EL TENIENTE,OVALLE,1,1,1,307,True
METROPOLITANA DE SANTIAGO,1420,LONGOVILO,SAN PEDRO,1,1,3,1480,True
LA ARAUCANIA,1421,UNIDAD VECINAL 9,CHOLCHOL,1,3,4,3386,True
VALPARAISO,1422,076R,QUILPUE,1,1,1,188,True
VALPARAISO,1423,6,CATEMU,1,1,1,78,True
VALPARAISO,1424,14R,CABILDO,1,1,2,38,True
LA ARAUCANIA,1425,PALGUIN BAJO,PUCON,1,3,1,477,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1426,CIRUELOS,PICHILEMU,1,1,3,518,True
ÑUBLE,1427,9AR,COIHUECO,1,3,3,703,True
BIOBIO,1428,LARAQUETE SECTOR ESTACION,ARAUCO,1,2,2,643,True
COQUIMBO,1429,12,MONTE PATRIA,1,1,1,273,True
COQUIMBO,1430,002,RIO HURTADO,1,1,2,183,True
VALPARAISO,1431,18,PUCHUNCAVI,1,1,1,42,True
ÑUBLE,1432,4AR,COIHUECO,1,3,3,365,True
COQUIMBO,1433,POZA HONDA,CANELA,1,1,2,190,True
MAULE,1434,22,PARRAL,1,2,2,520,True
BIOBIO,1435,LOS CIPRESES,ARAUCO,1,2,2,828,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1436,SAN FRANCISCO DE LA PALMA,PAREDONES,1,1,3,183,True
LOS RIOS,1437,R6,LOS LAGOS,1,1,1,1164,True
COQUIMBO,1438,CALINGASTA,VICUNA,1,1,2,2306,True
MAULE,1439,3,EMPEDRADO,1,2,4,768,True
LA ARAUCANIA,1440,TRES ESQUINAS,LAUTARO,1,3,1,1705,True
BIOBIO,1441,01R,MULCHEN,1,2,2,1643,True
LOS LAGOS,1442,SIN DEF COMUNAL,HUALAIHUE,1,2,4,1504,False
BIOBIO,1443,CANTERAS,QUILLECO,1,2,3,1803,True
ÑUBLE,1444,29AR,COIHUECO,1,3,3,179,True
ATACAMA,1445,HIGUERITA,ALTO DEL CARMEN,1,1,2,158,True
BIOBIO,1446,07G,LOTA,1,2,1,6427,True
ÑUBLE,1447,05R,PEMUCO,1,3,3,301,True
VALPARAISO,1448,022,LA LIGUA,1,1,1,1187,True
LA ARAUCANIA,1449,GABRIEL SERVANTI,VICTORIA,1,3,2,92,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1450,010R,QUINTA DE TILCOCO,1,1,2,640,True
METROPOLITANA DE SANTIAGO,1451,12,LA PINTANA,1,1,2,3166,True
METROPOLITANA DE SANTIAGO,1452,NUEVA LO VALLEDOR,PEDRO AGUIRRE CERDA,1,1,1,4350,True
METROPOLITANA DE SANTIAGO,1453,24,LO ESPEJO,1,1,3,9044,True
LOS LAGOS,1454,SAN ANTONIO,CALBUCO,1,2,2,913,True
LA ARAUCANIA,1455,BLANCO LEPIN,LAUTARO,1,3,1,2141,True
LOS LAGOS,1456,RULO,CALBUCO,1,2,2,461,True
LA ARAUCANIA,1457,MAYOR GENERAL CAROL URZUA,CURACAUTIN,1,3,3,1858,True
BIOBIO,1458,007,CANETE,1,2,4,1683,True
MAULE,1459,SANTA ANA DE QUERI,YERBAS BUENAS,1,2,1,1255,True
VALPARAISO,1460,MANUEL RODRIGUEZ,SAN FELIPE,1,1,1,638,True
VALPARAISO,1461,18,QUINTERO,1,1,2,1349,True
LOS LAGOS,1462,1R,HUALAIHUE,1,2,4,386,True
METROPOLITANA DE SANTIAGO,1463,044,MELIPILLA,1,1,1,369,True
MAULE,1464,03,HUALANE,1,2,2,390,True
LOS LAGOS,1465,COLIGUAL,PURRANQUE,1,2,1,627,True
METROPOLITANA DE SANTIAGO,1466,017,SAN BERNARDO,1,1,1,48697,True
LA ARAUCANIA,1467,11 DE SEPTIEMBRE,CURACAUTIN,1,3,3,1535,True
MAULE,1468,LA QUINTA,LONGAVI,1,2,4,1799,True
COQUIMBO,1469,2,LA HIGUERA,1,1,3,494,True
MAULE,1470,006,RAUCO,1,2,1,186,True
LOS LAGOS,1471,PUTENIO,CALBUCO,1,2,2,466,True
LOS LAGOS,1472,EL JARDIN,FRESIA,1,2,3,312,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1473,PANUL,PICHILEMU,1,1,4,271,True
BIOBIO,1474,001,CONTULMO,1,2,4,2641,True
BIOBIO,1475,RIO PARDO,QUILLECO,1,2,3,270,True
MAULE,1476,HOSPITAL,CAUQUENES,1,2,2,1106,True
LA ARAUCANIA,1477,EL MANZANO,ANGOL,1,3,2,43,True
LA ARAUCANIA,1478,METRENCO,PADRE LAS CASAS,1,3,3,4027,True
LOS LAGOS,1479,HUENAO,CURACO DE VELEZ,1,2,2,165,True
BIOBIO,1480,11R,TUCAPEL,1,2,2,244,True
ATACAMA,1481,LOS PERALES,ALTO DEL CARMEN,1,1,3,473,True
VALPARAISO,1482,21 DE MAYO,SAN FELIPE,1,1,1,1028,True
LOS LAGOS,1483,TRES ESTEROS,RIO NEGRO,1,2,2,288,True
LOS RIOS,1484,FOLILCO,RIO BUENO,1,1,2,203,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1485,SAN PEDRO,MALLOA,1,1,1,424,True
MAULE,1486,11R,CUREPTO,1,2,3,197,True
ATACAMA,1487,VICUNA MACKENNA,FREIRINA,1,1,2,1177,True
BIOBIO,1488,BATUCO,CABRERO,1,2,2,258,True
ATACAMA,1489,005,TIERRA AMARILLA,1,1,1,3131,True
ÑUBLE,1490,02R,TREGUACO,1,3,3,1615,True
COQUIMBO,1491,CHAPILCA,VICUNA,1,1,2,307,True
LOS LAGOS,1492,TEGUEL,DALCAHUE,1,2,2,518,True
BIOBIO,1493,RAFAEL,TOME,1,2,1,558,True
MAULE,1494,LA GUARDIA,COLBUN,1,2,1,518,True
BIOBIO,1495,05R,TIRUA,1,2,4,628,True
LOS LAGOS,1496,CASA DE LATA,RIO NEGRO,1,2,2,215,True
MAULE,1497,VAQUERIA,SAN JAVIER,1,2,2,1071,True
VALPARAISO,1498,PALQUICO,PETORCA,1,1,1,260,True
METROPOLITANA DE SANTIAGO,1499,9,LA PINTANA,1,1,2,10050,True
METROPOLITANA DE SANTIAGO,1500,A30,PUENTE ALTO,1,1,1,4603,True
ÑUBLE,1501,QUIRIQUINA,SAN IGNACIO,1,3,4,2695,True
ARICA Y PARINACOTA,1502,BELLAVISTA,ARICA,1,2,1,68,True
BIOBIO,1503,HUALLEREHUE,LOS ALAMOS,1,2,2,118,True
COQUIMBO,1504,LOS CANELOS LOS PANTANOS,CANELA,1,1,2,134,True
MAULE,1505,RABONES,COLBUN,1,2,2,502,True
ÑUBLE,1506,7,BULNES,1,3,2,366,True
MAULE,1507,COIBUNGO-SANTA LUCIA,VILLA ALEGRE,1,2,1,251,True
COQUIMBO,1508,4,MONTE PATRIA,1,1,1,1299,True
VALPARAISO,1509,128,VALPARAISO,1,1,1,1604,True
ATACAMA,1510,NUEVA CALDERA,CALDERA,1,1,2,725,True
COQUIMBO,1511,3,LOS VILOS,1,1,3,10667,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1512,LAS RINCONADAS,CHEPICA,1,1,2,1449,True
LOS LAGOS,1513,CONIMO,ANCUD,1,2,2,197,True
METROPOLITANA DE SANTIAGO,1514,021,MELIPILLA,1,1,1,1599,True
COQUIMBO,1515,29,MONTE PATRIA,1,1,2,156,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,1516,CEBALLO - RIO JEINIMENI - SECTOR CHACRAS,CHILE CHICO,1,2,3,634,True
BIOBIO,1517,LLICO,ARAUCO,1,2,2,578,True
LOS LAGOS,1518,14-R,OSORNO,1,2,1,107,True
VALPARAISO,1519,ESPERANZA,SAN FELIPE,1,1,1,3920,True
ATACAMA,1520,VICUNA MACKENNA,FREIRINA,1,1,3,472,True
VALPARAISO,1521,010,LA LIGUA,1,1,1,283,True
LOS LAGOS,1522,MILLANTUE,RIO NEGRO,1,2,2,76,True
MAULE,1523,014,LICANTEN,1,2,2,825,True
MAULE,1524,1,SAN CLEMENTE,1,2,1,14547,True
COQUIMBO,1525,030R,COQUIMBO,1,1,1,427,True
LOS LAGOS,1526,CHOPE,CALBUCO,1,2,2,496,True
METROPOLITANA DE SANTIAGO,1527,33,ESTACION CENTRAL,1,1,1,5788,True
LA ARAUCANIA,1528,UNIDAD VECINAL 5,TRAIGUEN,1,3,4,452,True
LOS RIOS,1529,28,VALDIVIA,1,2,1,1644,True
LA ARAUCANIA,1530,SAN JUAN,ANGOL,1,3,2,468,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1531,PELEQUEN VIEJO,MALLOA,1,1,2,2872,True
LOS LAGOS,1532,DEGAN,ANCUD,1,2,3,416,True
COQUIMBO,1533,006,RIO HURTADO,1,1,2,462,True
LOS LAGOS,1534,QUITRIPULLI,CHONCHI,1,2,2,228,True
LOS RIOS,1535,002,LAGO RANCO,1,2,1,1515,True
LOS LAGOS,1536,QUIHUA,CALBUCO,1,2,2,743,True
COQUIMBO,1537,53,MONTE PATRIA,1,2,2,4,True
COQUIMBO,1538,006,COQUIMBO,1,2,1,1331,True
LA ARAUCANIA,1539,UNIDAD VECINAL 2,GORBEA,1,3,4,2231,True
LOS LAGOS,1540,PINITOS MAINE,FRESIA,1,2,3,1429,True
BIOBIO,1541,010,FLORIDA,1,2,4,404,True
METROPOLITANA DE SANTIAGO,1542,1,CERRO NAVIA,1,1,1,5600,True
VALPARAISO,1543,BUERAS,SAN FELIPE,1,1,1,2159,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1544,LOS MAQUIS,MALLOA,1,1,2,424,True
LOS LAGOS,1545,LA ESPERANZA,FRESIA,1,2,4,84,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1546,003R,LA ESTRELLA,1,1,1,716,True
ATACAMA,1547,22,COPIAPO,1,1,1,211,True
BIOBIO,1548,EL LITRE,LOS ANGELES,1,2,1,194,True
LOS LAGOS,1549,LA NARANJA,PURRANQUE,1,2,2,117,True
MAULE,1550,SAN VICTOR ALAMOS,LINARES,1,2,1,1657,True
BIOBIO,1551,LONCOPANGUE,QUILACO,1,2,2,782,True
LOS LAGOS,1552,PALQUI,CURACO DE VELEZ,1,2,3,321,True
ÑUBLE,1553,6AR,COIHUECO,1,3,4,596,True
BIOBIO,1554,PINIQUIHUE,QUILACO,1,2,2,313,True
COQUIMBO,1555,SAN JULIÁN,OVALLE,1,2,1,750,True
LA ARAUCANIA,1556,JUVENCIO VALLE,NUEVA IMPERIAL,1,3,3,515,True
COQUIMBO,1557,EL ROMERO,LA SERENA,1,2,1,166,True
LOS LAGOS,1558,PINDAPULLI,DALCAHUE,1,2,2,259,True
MAULE,1559,ORILLA DE MAULE,SAN JAVIER,1,2,2,1999,True
LOS LAGOS,1560,AGUANTAO,CASTRO,1,2,2,123,True
ÑUBLE,1561,10AR,COIHUECO,1,3,4,586,True
TARAPACA,1562,007,HUARA,1,1,4,38,True
LA ARAUCANIA,1563,TRIZANO,ANGOL,1,3,2,635,True
MAULE,1564,MOLINA CENTRAL,MOLINA,1,2,1,1394,True
LA ARAUCANIA,1565,PUEBLO NUEVO,CARAHUE,1,3,4,3420,True
LOS RIOS,1566,06R,MAFIL,1,2,3,972,True
LOS LAGOS,1567,ALDACHILDO,PUQUELDON,1,2,3,471,True
LOS LAGOS,1568,3,COCHAMO,1,2,4,1470,True
ÑUBLE,1569,13,BULNES,1,3,2,1580,True
ANTOFAGASTA,1570,14,TOCOPILLA,1,1,1,495,True
LOS LAGOS,1571,QUILQUICO,CASTRO,1,2,2,505,True
VALPARAISO,1572,PIGUCHEN,PUTAENDO,1,1,2,549,True
COQUIMBO,1573,012,COQUIMBO,1,2,2,55387,True
LOS LAGOS,1574,QUICAVI,QUEMCHI,1,2,4,378,True
TARAPACA,1575,03,CAMINA,1,1,3,210,True
BIOBIO,1576,006,CANETE,1,2,4,4833,True
LA ARAUCANIA,1577,MARIA ESTER,VICTORIA,1,3,2,737,True
LOS LAGOS,1578,COIGUERIA,FRESIA,1,2,4,717,True
BIOBIO,1579,01U,MULCHEN,1,2,3,1922,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1580,7R,LITUECHE,1,1,2,172,True
ÑUBLE,1581,NAVIDAD,EL CARMEN,1,3,3,141,True
LA ARAUCANIA,1582,GALVARINO,GALVARINO,1,3,4,5094,True
ÑUBLE,1583,QUIRIHUE URBANO,QUIRIHUE,1,3,4,3120,True
LOS LAGOS,1584,QUILEN HUELECO,SAN PABLO,1,2,2,684,True
LOS RIOS,1585,3R,LA UNION,1,2,2,1260,True
LA ARAUCANIA,1586,LOS HEROES,LONCOCHE,1,3,3,2181,True
LOS RIOS,1587,LOS MANIOS,FUTRONO,1,2,3,1785,True
LA ARAUCANIA,1588,RIO NEGRO,CUNCO,1,3,2,1049,True
ÑUBLE,1589,17,BULNES,1,3,2,515,True
VALPARAISO,1590,192,VALPARAISO,1,1,1,1280,True
LOS LAGOS,1591,AGUANTAO,CALBUCO,1,2,3,274,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1592,LA VILLA,PICHILEMU,1,1,4,145,True
LA ARAUCANIA,1593,MOLCO,VILLARRICA,1,3,1,1873,True
COQUIMBO,1594,ALCONES,OVALLE,1,2,1,741,True
BIOBIO,1595,LA ARAUCANA,LOS ALAMOS,1,2,2,457,True
VALPARAISO,1596,CHALACO,PETORCA,1,1,1,275,True
LA ARAUCANIA,1597,CANON,ANGOL,1,3,2,1570,True
MAULE,1598,12R,HUALANE,1,2,2,309,True
LOS RIOS,1599,R1,LOS LAGOS,1,2,1,1025,True
LOS LAGOS,1600,MINNESOTA,LOS MUERMOS,1,2,3,3536,True
ÑUBLE,1601,09R,TREGUACO,1,3,4,268,True
LA ARAUCANIA,1602,PUEBLO NUEVO,CUNCO,1,3,2,704,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1603,PORTEZUELO,PICHIDEGUA,1,1,2,809,True
LOS LAGOS,1604,ANIHUE,QUEMCHI,1,2,4,136,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1605,9,LOLOL,1,1,3,833,True
MAULE,1606,RECREO,LONGAVI,1,2,4,1014,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1607,11R,SANTA CRUZ,1,1,1,367,True
TARAPACA,1608,2,POZO ALMONTE,1,1,1,431,True
MAULE,1609,CHANCO SUR,CHANCO,1,2,4,1406,True
BIOBIO,1610,18 DE SEPTIEMBRE,HUALQUI,1,2,3,472,True
ÑUBLE,1611,QUILTEU,COELEMU,1,3,2,171,True
VALPARAISO,1612,184,VALPARAISO,1,1,1,199,True
BIOBIO,1613,DICHATO,TOME,1,2,1,1483,True
BIOBIO,1614,CANICURA,QUILLECO,1,2,4,161,True
METROPOLITANA DE SANTIAGO,1615,12,CERRO NAVIA,1,1,1,5259,True
METROPOLITANA DE SANTIAGO,1616,32,SANTIAGO,1,1,1,3370,True
BIOBIO,1617,18,LEBU,1,2,2,376,True
MAULE,1618,3,MAULE,1,2,2,3252,True
ARICA Y PARINACOTA,1619,SAN MIGUEL,ARICA,1,2,1,2157,True
BIOBIO,1620,08R,SANTA BARBARA,1,2,2,216,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1621,COPEQUEN,COINCO,1,1,3,2312,True
MAULE,1622,2,RETIRO,1,2,3,2407,True
ÑUBLE,1623,07R,PORTEZUELO,1,3,4,127,True
ÑUBLE,1624,10,BULNES,1,3,2,933,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1625,CUESTA DE IDAHUE,COLTAUCO,1,1,1,602,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,1626,2IREHUAO,COYHAIQUE,1,2,1,363,True
COQUIMBO,1627,28,MONTE PATRIA,1,2,2,421,True
BIOBIO,1628,VILLA MERCEDES,QUILLECO,1,2,4,1546,True
LA ARAUCANIA,1629,HUINCACARA,VILLARRICA,1,3,1,1333,True
LOS LAGOS,1630,19,QUELLON,1,2,2,119,True
VALPARAISO,1631,5,CATEMU,1,1,1,72,True
LOS LAGOS,1632,PICHIHUILMO,RIO NEGRO,1,2,3,95,True
COQUIMBO,1633,LA CALERA,VICUNA,1,2,2,554,True
LOS RIOS,1634,8R,LANCO,1,2,1,420,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1635,CORCOLEN,MALLOA,1,1,2,671,True
LA ARAUCANIA,1636,VILLA GARCIA,CUNCO,1,3,3,211,True
TARAPACA,1637,3,ALTO HOSPICIO,1,1,2,11221,True
COQUIMBO,1638,ATELCURA ALTA ATELCURA BAJA,CANELA,1,2,3,148,True
VALPARAISO,1639,131,VALPARAISO,1,1,1,2452,True
ÑUBLE,1640,14R,QUILLON,1,3,4,178,True
LOS RIOS,1641,ROPULLI,PAILLACO,1,2,2,150,True
METROPOLITANA DE SANTIAGO,1642,025,MELIPILLA,1,1,1,2727,True
COQUIMBO,1643,31,MONTE PATRIA,1,2,2,241,True
BIOBIO,1644,LOS CANELOS,CABRERO,1,2,2,181,True
LA ARAUCANIA,1645,LOS TEMOS,LAUTARO,1,3,2,863,True
LOS RIOS,1646,010,PANGUIPULLI,1,2,2,3913,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,1647,PUMANQUE,PUMANQUE,1,1,3,1355,True
MAULE,1648,SALIDA HUAPI,LINARES,1,2,1,12883,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,1649,REPOLLAL,GUAITECAS,1,2,1,132,True
BIOBIO,1650,CABRERO CENTRO,CABRERO,1,2,3,9477,True
LA ARAUCANIA,1651,HUISCAPI,LONCOCHE,1,3,3,1444,True
COQUIMBO,1652,SIN DEF COMUNAL,CANELA,1,2,3,33,False
ÑUBLE,1653,URBANO PONIENTE,EL CARMEN,1,3,3,2026,True
LOS LAGOS,1654,BELLAVISTA ENTRERIOS,LOS MUERMOS,1,2,3,1571,True
LOS LAGOS,1655,006,PUYEHUE,1,2,1,1316,True
ÑUBLE,1656,010R,SAN CARLOS,1,3,3,1943,True
COQUIMBO,1657,17,MONTE PATRIA,1,2,2,926,True
ARICA Y PARINACOTA,1658,VILLA NUEVA ESPERANZA,ARICA,1,2,1,1359,True
METROPOLITANA DE SANTIAGO,1659,NIHUE,SAN PEDRO,1,1,4,1601,True
ÑUBLE,1660,01R,YUNGAY,1,3,3,268,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,1661,SIN DEF COMUNAL,GUAITECAS,1,2,2,9,False
VALPARAISO,1662,JOSE MIGUEL CARRERA,LLAILLAY,1,1,1,816,True
METROPOLITANA DE SANTIAGO,1663,012,SAN RAMON,1,1,1,3333,True
VALPARAISO,1664,16,PUCHUNCAVI,1,1,1,241,True
BIOBIO,1665,RIO CLARO,CABRERO,1,2,3,289,True
LOS LAGOS,1666,SAN PEDRO,DALCAHUE,1,2,3,71,True
BIOBIO,1667,05U,MULCHEN,1,2,3,1893,True
LA ARAUCANIA,1668,CHOROICO,CUNCO,1,3,3,763,True
MAULE,1669,002,LICANTEN,1,2,2,754,True
