Region,rank_nac,uv_nombre,Comuna,c_ig_nac,c_ig_reg,c_ig_com,pob_rsh_uv,uv_definida
BIOBIO,5298,GABRIEL TORO,TALCAHUANO,4,4,2,688,True
COQUIMBO,5299,TRES CRUCES,PAIGUANO,4,4,4,280,True
VALPARAÍSO,5300,QUILLOTA ESTE 2,QUILLOTA,4,3,4,3834,True
METROPOLITANA DE SANTIAGO,5301,4,RECOLETA,4,3,3,3929,True
METROPOLITANA DE SANTIAGO,5302,27,RECOLETA,4,3,3,2219,True
VALPARAISO,5303,LAS ARAUCARIAS,SAN ANTONIO,4,3,4,784,True
MAULE,5304,SAN LUIS,COLBUN,4,4,4,1157,True
LOS LAGOS,5305,CHAQUEIHUA,PUERTO MONTT,4,4,3,158,True
COQUIMBO,5306,SAN JOAQUÍN,LA SERENA,4,4,3,9182,True
METROPOLITANA DE SANTIAGO,5307,19,LA FLORIDA,4,3,2,23029,True
VALPARAISO,5308,1,RINCONADA,4,3,3,1142,True
METROPOLITANA DE SANTIAGO,5309,035,CERRILLOS,4,3,3,10553,True
ANTOFAGASTA,5310,HOSPITAL NORTE,ANTOFAGASTA,4,2,1,555,True
VALPARAISO,5311,146,VALPARAISO,4,3,4,1108,True
METROPOLITANA DE SANTIAGO,5312,30,QUINTA NORMAL,4,3,3,1597,True
VALPARAISO,5313,3,RINCONADA,4,3,3,2924,True
METROPOLITANA DE SANTIAGO,5314,A08,PUENTE ALTO,4,3,3,7011,True
METROPOLITANA DE SANTIAGO,5315,012,MELIPILLA,4,3,4,2008,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5316,2,SAN FERNANDO,4,4,2,863,True
METROPOLITANA DE SANTIAGO,5317,43,SANTIAGO,4,3,2,7380,True
METROPOLITANA DE SANTIAGO,5318,EL CANELO,SAN JOSE DE MAIPO,4,3,4,1059,True
VALPARAISO,5319,022,VALPARAISO,4,3,4,1360,True
METROPOLITANA DE SANTIAGO,5320,10,PUDAHUEL,4,3,2,2067,True
METROPOLITANA DE SANTIAGO,5321,A51,PUENTE ALTO,4,3,3,8255,True
BIOBIO,5322,12R,LEBU,4,4,4,69,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5323,11,RANCAGUA,4,4,2,1617,True
VALPARAISO,5324,1,LIMACHE,4,3,4,2131,True
VALPARAISO,5325,46,QUILPUE,4,3,3,977,True
VALPARAISO,5326,002,LOS ANDES,4,3,3,502,True
VALPARAISO,5327,4,RINCONADA,4,3,3,986,True
METROPOLITANA DE SANTIAGO,5328,023,PAINE,4,3,3,2680,True
BIOBIO,5329,0032,CONCEPCION,4,4,1,5022,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5330,LAS ACACIAS,LAS CABRAS,4,4,4,2176,True
TARAPACA,5331,VILLA PROGRESO,IQUIQUE,4,3,1,1417,True
METROPOLITANA DE SANTIAGO,5332,047,SAN BERNARDO,4,3,3,1857,True
COQUIMBO,5333,COLLIGUAY,SALAMANCA,4,4,2,301,True
VALPARAISO,5334,JUAN XXIII,CALLE LARGA,4,3,3,2578,True
METROPOLITANA DE SANTIAGO,5335,24,QUINTA NORMAL,4,3,4,1636,True
METROPOLITANA DE SANTIAGO,5336,19B,RENCA,4,3,2,356,True
METROPOLITANA DE SANTIAGO,5337,1,TILTIL,4,3,3,4734,True
MAULE,5338,LONGITUDINAL ORIENTE,TALCA,4,4,3,5854,True
VALPARAISO,5339,35,QUILPUE,4,3,3,704,True
VALPARAISO,5340,CAUPOLICAN,VINA DEL MAR,4,3,1,2400,True
METROPOLITANA DE SANTIAGO,5341,A66,PUENTE ALTO,4,3,3,5765,True
METROPOLITANA DE SANTIAGO,5342,17,QUINTA NORMAL,4,3,4,3645,True
VALPARAISO,5343,8,PANQUEHUE,4,3,3,318,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5344,MIRAFLORES,MACHALI,4,4,1,1160,True
VALPARAISO,5345,046,VALPARAISO,4,3,4,1467,True
VALPARAISO,5346,059,VALPARAISO,4,3,4,391,True
MAULE,5347,NORPONIENTE,LINARES,4,4,4,1481,True
METROPOLITANA DE SANTIAGO,5348,11,PENALOLEN,4,3,1,4914,True
MAULE,5349,LA VINA,SAN JAVIER,4,4,4,1450,True
COQUIMBO,5350,LAS LAJAS,SALAMANCA,4,4,2,75,True
METROPOLITANA DE SANTIAGO,5351,043,RENCA,4,3,2,6848,True
COQUIMBO,5352,EL QUENE,SALAMANCA,4,4,2,389,True
METROPOLITANA DE SANTIAGO,5353,031,CERRILLOS,4,3,3,5769,True
METROPOLITANA DE SANTIAGO,5354,020,PAINE,4,3,4,2716,True
ANTOFAGASTA,5355,TALABRE,SAN PEDRO DE ATACAMA,4,2,3,110,True
METROPOLITANA DE SANTIAGO,5356,10,PENALOLEN,4,3,2,6342,True
METROPOLITANA DE SANTIAGO,5357,15,HUECHURABA,4,3,1,401,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5358,11,NATALES,4,1,2,769,True
METROPOLITANA DE SANTIAGO,5359,A60,PUENTE ALTO,4,3,3,5370,True
METROPOLITANA DE SANTIAGO,5360,5,MAIPU,4,3,3,11356,True
VALPARAISO,5361,EL BELLOTO,LA CRUZ,4,3,2,642,True
VALPARAISO,5362,49,QUILPUE,4,3,3,695,True
LOS RIOS,5363,5,LA UNION,4,4,4,4729,True
METROPOLITANA DE SANTIAGO,5364,3,RECOLETA,4,3,3,5279,True
TARAPACA,5365,SIMON BOLIVAR,IQUIQUE,4,3,1,1982,True
METROPOLITANA DE SANTIAGO,5366,30,SANTIAGO,4,3,2,7969,True
METROPOLITANA DE SANTIAGO,5367,011,SAN JOAQUIN,4,3,1,2064,True
VALPARAISO,5368,091,VALPARAISO,4,3,4,771,True
METROPOLITANA DE SANTIAGO,5369,2,LAMPA,4,3,3,3120,True
COQUIMBO,5370,LIBERTADOR BERNARDO  O'HIGGINS,LA SERENA,4,4,4,13126,True
BIOBIO,5371,0005,CONCEPCION,4,4,1,6890,True
METROPOLITANA DE SANTIAGO,5372,4,MAIPU,4,3,3,16587,True
METROPOLITANA DE SANTIAGO,5373,17,RECOLETA,4,3,3,4065,True
ÑUBLE,5374,ULTRAESTACION,CHILLAN,4,4,4,10337,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5375,007,REQUINOA,4,4,3,2347,True
TARAPACA,5376,HOSPITAL NORTE,IQUIQUE,4,3,1,1807,True
VALPARAISO,5377,13,PANQUEHUE,4,3,3,300,True
METROPOLITANA DE SANTIAGO,5378,039,RENCA,4,3,2,3269,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5379,25,RANCAGUA,4,4,2,4246,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5380,7,RANCAGUA,4,4,3,806,True
ATACAMA,5381,LORETO,CALDERA,4,4,4,197,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5382,V. ALFREDO LORCA,PUNTA ARENAS,4,1,1,2882,True
METROPOLITANA DE SANTIAGO,5383,28,QUINTA NORMAL,4,3,4,837,True
VALPARAISO,5384,017,LOS ANDES,4,3,4,12383,True
MAULE,5385,EDEN,TALCA,4,4,3,2138,True
METROPOLITANA DE SANTIAGO,5386,A57,PUENTE ALTO,4,3,3,5027,True
VALPARAISO,5387,SAN JORGE,VINA DEL MAR,4,3,1,752,True
METROPOLITANA DE SANTIAGO,5388,37,SANTIAGO,4,3,2,3882,True
VALPARAISO,5389,020,CASABLANCA,4,3,4,22,True
METROPOLITANA DE SANTIAGO,5390,048,SAN BERNARDO,4,3,3,1971,True
VALPARAISO,5391,70,QUILPUE,4,3,3,574,True
VALPARAISO,5392,PLAZA,VINA DEL MAR,4,3,1,3267,True
VALPARAISO,5393,003,VALPARAISO,4,3,4,1893,True
METROPOLITANA DE SANTIAGO,5394,26,SAN MIGUEL,4,3,1,6953,True
METROPOLITANA DE SANTIAGO,5395,28,RECOLETA,4,3,3,1766,True
VALPARAISO,5396,EL SALTO,VINA DEL MAR,4,3,1,408,True
METROPOLITANA DE SANTIAGO,5397,3,HUECHURABA,4,3,1,7353,True
METROPOLITANA DE SANTIAGO,5398,21,RECOLETA,4,3,3,2003,True
BIOBIO,5399,0007,CONCEPCION,4,4,1,4481,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5400,4,RANCAGUA,4,4,3,1530,True
MAULE,5401,RENE SCHNEIDER,TALCA,4,4,3,418,True
BIOBIO,5402,0036,CONCEPCION,4,4,1,2675,True
BIOBIO,5403,GAETE,TALCAHUANO,4,4,2,1944,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5404,4,SANTA CRUZ,4,4,4,3404,True
BIOBIO,5405,005,HUALPEN,4,4,3,1292,True
METROPOLITANA DE SANTIAGO,5406,SAN IGNACIO,CALERA DE TANGO,4,3,1,1994,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5407,15,SAN FERNANDO,4,4,2,576,True
METROPOLITANA DE SANTIAGO,5408,A68,PUENTE ALTO,4,3,3,3672,True
ÑUBLE,5409,CHILLANCITO,CHILLAN,4,4,4,2663,True
VALPARAISO,5410,SAN EXPEDITO,VINA DEL MAR,4,3,1,1020,True
VALPARAISO,5411,CRISTO REY,SAN ANTONIO,4,3,4,1287,True
METROPOLITANA DE SANTIAGO,5412,3,TILTIL,4,3,4,6529,True
ATACAMA,5413,17,COPIAPO,4,4,4,7753,True
ARICA Y PARINACOTA,5414,MAGISTERIO,ARICA,4,4,4,1070,True
BIOBIO,5415,CLARA DE GODOY,LOS ANGELES,4,4,4,11460,True
TARAPACA,5416,OHIGGINS,IQUIQUE,4,3,1,5317,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5417,5,AYSEN,4,4,4,645,True
COQUIMBO,5418,BATUCO,SALAMANCA,4,4,2,491,True
VALPARAISO,5419,007,CONCON,4,3,1,1635,True
METROPOLITANA DE SANTIAGO,5420,19,LAMPA,4,3,3,2395,True
METROPOLITANA DE SANTIAGO,5421,17,LAMPA,4,3,3,4259,True
VALPARAISO,5422,VILLA ORIENTE,VINA DEL MAR,4,3,1,1662,True
METROPOLITANA DE SANTIAGO,5423,014,SAN JOAQUIN,4,3,1,4870,True
METROPOLITANA DE SANTIAGO,5424,030,CERRILLOS,4,3,4,4952,True
METROPOLITANA DE SANTIAGO,5425,008,SAN BERNARDO,4,3,3,973,True
METROPOLITANA DE SANTIAGO,5426,A67,PUENTE ALTO,4,3,4,1282,True
VALPARAISO,5427,069,VALPARAISO,4,3,4,1223,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5428,11,SAN FERNANDO,4,4,2,1615,True
METROPOLITANA DE SANTIAGO,5429,5,LA CISTERNA,4,3,3,5202,True
ARICA Y PARINACOTA,5430,21 DE MAYO,ARICA,4,4,4,954,True
VALPARAISO,5431,SAN JOSE,LA CRUZ,4,3,2,2206,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5432,SIN DEF COMUNAL,ANTARTICA,4,1,4,0,False
BIOBIO,5433,CHIPRODAL LAS QUINTAS,LOS ANGELES,4,4,4,7260,True
MAULE,5434,SEGUNDO DANIEL REBOL,TALCA,4,4,3,3431,True
METROPOLITANA DE SANTIAGO,5435,20,INDEPENDENCIA,4,3,3,1240,True
LA ARAUCANIA,5436,JOSE M BALMACEDA,VILLARRICA,4,4,3,1251,True
METROPOLITANA DE SANTIAGO,5437,NUEVO BUIN,BUIN,4,3,3,8758,True
METROPOLITANA DE SANTIAGO,5438,08R,MELIPILLA,4,3,4,44,True
VALPARAISO,5439,009R,NOGALES,4,3,4,508,True
LOS LAGOS,5440,MERCADO,ANCUD,4,4,4,450,True
METROPOLITANA DE SANTIAGO,5441,B05,PUENTE ALTO,4,3,4,5094,True
METROPOLITANA DE SANTIAGO,5442,1,PENAFLOR,4,3,4,3754,True
METROPOLITANA DE SANTIAGO,5443,21,INDEPENDENCIA,4,3,3,2357,True
VALPARAISO,5444,POBLACION LIBERTAD,VINA DEL MAR,4,3,1,1162,True
LOS LAGOS,5445,22 DE MAYO,PUERTO MONTT,4,4,3,6902,True
ANTOFAGASTA,5446,003,MEJILLONES,4,2,2,561,True
LA ARAUCANIA,5447,CAUPOLICAN,TEMUCO,4,4,4,2986,True
ANTOFAGASTA,5448,7,CALAMA,4,2,2,4704,True
METROPOLITANA DE SANTIAGO,5449,027,SAN JOAQUIN,4,3,2,2854,True
LOS RIOS,5450,15R,VALDIVIA,4,4,4,457,True
METROPOLITANA DE SANTIAGO,5451,054,SAN BERNARDO,4,3,3,307,True
COQUIMBO,5452,VICTOR DOMINGO SILVA,LA SERENA,4,4,4,1273,True
VALPARAISO,5453,141,VALPARAISO,4,3,4,601,True
COQUIMBO,5454,QUILMENCO,SALAMANCA,4,4,2,25,True
METROPOLITANA DE SANTIAGO,5455,EL INGENIO SAN GABRIEL,SAN JOSE DE MAIPO,4,3,4,811,True
VALPARAISO,5456,023,VALPARAISO,4,3,4,1976,True
LOS LAGOS,5457,EL CISNE,LLANQUIHUE,4,4,4,294,True
METROPOLITANA DE SANTIAGO,5458,019,PAINE,4,3,4,3815,True
LA ARAUCANIA,5459,GUIDO BECK DE RAMBERGA,VILLARRICA,4,4,4,2470,True
VALPARAISO,5460,EL CRISTO,CALLE LARGA,4,3,3,3579,True
METROPOLITANA DE SANTIAGO,5461,17,TALAGANTE,4,3,2,718,True
BIOBIO,5462,01R,CHIGUAYANTE,4,4,3,49,True
VALPARAISO,5463,LA CONQUISTA,VINA DEL MAR,4,3,1,540,True
COQUIMBO,5464,EL PORTAL,OVALLE,4,4,4,8596,True
LA ARAUCANIA,5465,ADUANA,PUCON,4,4,4,865,True
VALPARAISO,5466,198,VALPARAISO,4,4,4,1378,True
ÑUBLE,5467,004U,CHILLAN VIEJO,4,4,4,6391,True
MAULE,5468,SALIDA PALMILLA,LINARES,4,4,4,5346,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5469,27,SAN FERNANDO,4,4,3,1280,True
VALPARAISO,5470,088,VALPARAISO,4,4,4,508,True
VALPARAISO,5471,1,PUCHUNCAVI,4,4,4,2338,True
METROPOLITANA DE SANTIAGO,5472,A54,PUENTE ALTO,4,3,4,4875,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5473,LOS LIRIOS,REQUINOA,4,4,3,3526,True
METROPOLITANA DE SANTIAGO,5474,19,SANTIAGO,4,3,2,4926,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5475,6,NATALES,4,1,2,992,True
METROPOLITANA DE SANTIAGO,5476,036,SAN BERNARDO,4,3,4,947,True
METROPOLITANA DE SANTIAGO,5477,13,CONCHALI,4,3,4,1944,True
ATACAMA,5478,2,COPIAPO,4,4,4,2416,True
METROPOLITANA DE SANTIAGO,5479,21,PENALOLEN,4,3,2,7684,True
VALPARAISO,5480,205,VALPARAISO,4,4,4,1246,True
ATACAMA,5481,4,HUASCO,4,4,4,1642,True
METROPOLITANA DE SANTIAGO,5482,8,LAMPA,4,3,3,2231,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5483,31,NATALES,4,1,2,693,True
LOS RIOS,5484,4,LA UNION,4,4,4,1455,True
MAULE,5485,ASTABURUAGA,TALCA,4,4,3,2152,True
METROPOLITANA DE SANTIAGO,5486,A49,PUENTE ALTO,4,3,4,4649,True
METROPOLITANA DE SANTIAGO,5487,005,PAINE,4,3,4,1041,True
METROPOLITANA DE SANTIAGO,5488,50,SAN MIGUEL,4,3,1,4525,True
MAULE,5489,OHIGGINS,TALCA,4,4,3,7597,True
METROPOLITANA DE SANTIAGO,5490,022,SAN JOAQUIN,4,3,2,4926,True
METROPOLITANA DE SANTIAGO,5491,050,EL BOSQUE,4,3,4,3154,True
VALPARAISO,5492,RIO BLANCO,VINA DEL MAR,4,4,1,3029,True
VALPARAISO,5493,004,CASABLANCA,4,4,4,4652,True
METROPOLITANA DE SANTIAGO,5494,POB. 21 DE MAYO,CALERA DE TANGO,4,3,2,1033,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5495,LOS QUILLAYES,REQUINOA,4,4,4,943,True
ANTOFAGASTA,5496,006R,MEJILLONES,4,2,3,468,True
VALPARAISO,5497,002,VALPARAISO,4,4,4,2249,True
LOS LAGOS,5498,007,PUYEHUE,4,4,4,206,True
BIOBIO,5499,02RU,CONCEPCION,4,4,2,8871,True
BIOBIO,5500,ARTURO PRAT,TALCAHUANO,4,4,2,4,True
VALPARAISO,5501,5,CABILDO,4,4,4,1557,True
ANTOFAGASTA,5502,TOCONAO,SAN PEDRO DE ATACAMA,4,2,4,907,True
BIOBIO,5503,LEONOR MASCAYANO,TALCAHUANO,4,4,2,1699,True
MAULE,5504,4,ROMERAL,4,4,3,549,True
BIOBIO,5505,0023,CONCEPCION,4,4,2,2010,True
VALPARAISO,5506,LA FLORIDA,SAN ESTEBAN,4,4,4,811,True
VALPARAISO,5507,69,QUILPUE,4,4,3,5554,True
LA ARAUCANIA,5508,COSTANERA,TEMUCO,4,4,4,5870,True
VALPARAISO,5509,178,VALPARAISO,4,4,4,503,True
BIOBIO,5510,0030,CONCEPCION,4,4,2,2140,True
VALPARAISO,5511,013,CONCON,4,4,1,3705,True
METROPOLITANA DE SANTIAGO,5512,A65,PUENTE ALTO,4,3,4,8485,True
METROPOLITANA DE SANTIAGO,5513,11,TALAGANTE,4,3,3,3200,True
METROPOLITANA DE SANTIAGO,5514,26,PUDAHUEL,4,3,3,6144,True
METROPOLITANA DE SANTIAGO,5515,6,CONCHALI,4,3,4,3274,True
ATACAMA,5516,BALNEARIO,CALDERA,4,4,4,491,True
VALPARAISO,5517,20,QUILPUE,4,4,3,942,True
METROPOLITANA DE SANTIAGO,5518,37,LA FLORIDA,4,3,2,5665,True
COQUIMBO,5519,URBANA,ILLAPEL,4,4,4,1441,True
METROPOLITANA DE SANTIAGO,5520,4,PUDAHUEL,4,3,3,2504,True
ANTOFAGASTA,5521,CERRO TOPATER,ANTOFAGASTA,4,2,1,3391,True
METROPOLITANA DE SANTIAGO,5522,12,LAMPA,4,3,4,6661,True
LOS LAGOS,5523,10,OSORNO,4,4,3,9350,True
VALPARAISO,5524,10,QUILPUE,4,4,3,2609,True
LOS LAGOS,5525,ANTUHUE,PUERTO MONTT,4,4,3,4316,True
COQUIMBO,5526,ARBOLEDA GRANDE,SALAMANCA,4,4,2,441,True
METROPOLITANA DE SANTIAGO,5527,16,CONCHALI,4,3,4,1795,True
METROPOLITANA DE SANTIAGO,5528,035,NUNOA,4,3,1,2998,True
METROPOLITANA DE SANTIAGO,5529,EL COPIHUE,CALERA DE TANGO,4,3,2,688,True
METROPOLITANA DE SANTIAGO,5530,048,EL BOSQUE,4,3,4,1041,True
METROPOLITANA DE SANTIAGO,5531,LO CARVALLO,CALERA DE TANGO,4,3,2,304,True
METROPOLITANA DE SANTIAGO,5532,2,TILTIL,4,3,4,2005,True
VALPARAISO,5533,4,PANQUEHUE,4,4,4,804,True
METROPOLITANA DE SANTIAGO,5534,030,SAN BERNARDO,4,3,4,717,True
COQUIMBO,5535,CUZ CUZ,ILLAPEL,4,4,4,908,True
VALPARAISO,5536,CASINO,VINA DEL MAR,4,4,1,3727,True
METROPOLITANA DE SANTIAGO,5537,042,EL BOSQUE,4,3,4,165,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5538,PUQUILLAY,PERALILLO,4,4,4,267,True
VALPARAISO,5539,004,LOS ANDES,4,4,4,367,True
BIOBIO,5540,02RR,CONCEPCION,4,4,2,811,True
BIOBIO,5541,CERRO ZAROR,TALCAHUANO,4,4,2,2187,True
METROPOLITANA DE SANTIAGO,5542,14,LA FLORIDA,4,3,3,11768,True
COQUIMBO,5543,EL PINO,LA SERENA,4,4,4,2107,True
ÑUBLE,5544,005U,CHILLAN VIEJO,4,4,4,1053,True
METROPOLITANA DE SANTIAGO,5545,29,QUINTA NORMAL,4,3,4,3092,True
METROPOLITANA DE SANTIAGO,5546,16,TALAGANTE,4,3,3,1262,True
ANTOFAGASTA,5547,18 DE SEPTIEMBRE,ANTOFAGASTA,4,2,1,1661,True
METROPOLITANA DE SANTIAGO,5548,26,LA FLORIDA,4,3,3,6683,True
VALPARAISO,5549,LAS PATAGUAS,VINA DEL MAR,4,4,1,800,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5550,RIO SECO - OJO BUENO,PUNTA ARENAS,4,1,1,665,True
VALPARAISO,5551,7,PANQUEHUE,4,4,4,285,True
METROPOLITANA DE SANTIAGO,5552,007,QUILICURA,4,3,2,1446,True
METROPOLITANA DE SANTIAGO,5553,044,RENCA,4,3,2,11723,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5554,1,SAN FERNANDO,4,4,3,4343,True
METROPOLITANA DE SANTIAGO,5555,13,LAMPA,4,3,4,1700,True
METROPOLITANA DE SANTIAGO,5556,13,TALAGANTE,4,3,3,2228,True
COQUIMBO,5557,CHUCHINI,SALAMANCA,4,4,2,617,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5558,23,NATALES,4,2,2,939,True
VALPARAISO,5559,LA CRUZ CENTRO,LA CRUZ,4,4,3,334,True
VALPARAISO,5560,LAS TORRES,VINA DEL MAR,4,4,1,1210,True
LOS RIOS,5561,2R,VALDIVIA,4,4,4,577,True
VALPARAISO,5562,LICEO DE NINAS,SAN FELIPE,4,4,4,155,True
VALPARAISO,5563,34,QUILPUE,4,4,3,779,True
METROPOLITANA DE SANTIAGO,5564,36,ESTACION CENTRAL,4,3,3,4006,True
BIOBIO,5565,0005,PENCO,4,4,4,4410,True
METROPOLITANA DE SANTIAGO,5566,9,PENALOLEN,4,3,2,2535,True
LOS LAGOS,5567,MODELO UNIDO,PUERTO MONTT,4,4,3,3404,True
COQUIMBO,5568,SAN AGUSTIN,SALAMANCA,4,4,3,379,True
METROPOLITANA DE SANTIAGO,5569,10,ISLA DE MAIPO,4,3,4,2639,True
METROPOLITANA DE SANTIAGO,5570,022,QUILICURA,4,3,2,6979,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5571,BARRIO SECO,COYHAIQUE,4,4,3,2099,True
MAULE,5572,GRACIELA LETELIER DE IBANEZ,CURICO,4,4,3,5,True
METROPOLITANA DE SANTIAGO,5573,26,QUINTA NORMAL,4,3,4,2579,True
COQUIMBO,5574,LA FLORIDA,LA SERENA,4,4,4,15291,True
VALPARAISO,5575,30,QUILPUE,4,4,3,616,True
VALPARAISO,5576,2,ZAPALLAR,4,4,2,1284,True
MAULE,5577,MANUEL LARRAIN,CURICO,4,4,4,9763,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5578,1,AYSEN,4,4,4,896,True
METROPOLITANA DE SANTIAGO,5579,6,HUECHURABA,4,3,1,4520,True
ANTOFAGASTA,5580,001,MEJILLONES,4,2,3,3024,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5581,16,SAN FERNANDO,4,4,3,947,True
LOS RIOS,5582,17R,VALDIVIA,4,4,4,519,True
VALPARAISO,5583,048,VALPARAISO,4,4,4,445,True
METROPOLITANA DE SANTIAGO,5584,A15,PUENTE ALTO,4,3,4,3137,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5585,32,SAN FERNANDO,4,4,3,9224,True
METROPOLITANA DE SANTIAGO,5586,32,LA FLORIDA,4,3,3,8204,True
VALPARAISO,5587,GLORIAS NAVALES,VINA DEL MAR,4,4,1,4275,True
METROPOLITANA DE SANTIAGO,5588,15,PENALOLEN,4,3,2,1835,True
LOS LAGOS,5589,CRUCERO,PUERTO MONTT,4,4,3,2270,True
VALPARAISO,5590,LO ROJAS,LA CRUZ,4,4,3,339,True
BIOBIO,5591,SAN VICENTE NORTE,TALCAHUANO,4,4,3,959,True
VALPARAISO,5592,VILLA INDEPENDENCIA,VINA DEL MAR,4,4,1,3854,True
LOS RIOS,5593,1,VALDIVIA,4,4,4,1669,True
VALPARAISO,5594,61,QUILPUE,4,4,4,1095,True
METROPOLITANA DE SANTIAGO,5595,006,RENCA,4,3,2,4652,True
BIOBIO,5596,011,HUALPEN,4,4,4,6155,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5597,33,SAN FERNANDO,4,4,3,3333,True
TARAPACA,5598,GRUMETE VOLADOS,IQUIQUE,4,3,2,2568,True
METROPOLITANA DE SANTIAGO,5599,26,INDEPENDENCIA,4,3,4,5625,True
MAULE,5600,AVENIDA ESPANA,CURICO,4,4,4,3757,True
METROPOLITANA DE SANTIAGO,5601,EL BOSQUE,PIRQUE,4,3,1,2919,True
VALPARAISO,5602,009,LOS ANDES,4,4,4,697,True
METROPOLITANA DE SANTIAGO,5603,2,PUDAHUEL,4,3,3,3629,True
METROPOLITANA DE SANTIAGO,5604,17,PUDAHUEL,4,3,3,3675,True
VALPARAISO,5605,111,VALPARAISO,4,4,4,2491,True
METROPOLITANA DE SANTIAGO,5606,33,RECOLETA,4,3,4,5910,True
LOS LAGOS,5607,16,OSORNO,4,4,3,2661,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5608,JOSE MIGUEL CARRERA,COYHAIQUE,4,4,3,2171,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5609,CHACAYES,MACHALI,4,4,1,180,True
ANTOFAGASTA,5610,CONSTANCIA,ANTOFAGASTA,4,2,1,1186,True
VALPARAÍSO,5611,O'HIGGINS SUR 2,QUILLOTA,4,4,4,2543,True
MAGALLANES Y DE LA ANTARTICA CHILENA,5612,1,NATALES,4,2,2,1303,True
VALPARAISO,5613,RENACA BAJO,VINA DEL MAR,4,4,1,3745,True
LOS LAGOS,5614,PUQUELDON,PUERTO MONTT,4,4,3,33,True
ANTOFAGASTA,5615,15,CALAMA,4,2,2,6533,True
METROPOLITANA DE SANTIAGO,5616,1,PENALOLEN,4,3,2,5835,True
METROPOLITANA DE SANTIAGO,5617,026,SAN JOAQUIN,4,3,2,698,True
METROPOLITANA DE SANTIAGO,5618,11,MAIPU,4,3,4,3579,True
VALPARAISO,5619,2,CALERA,4,4,4,2041,True
AYSEN DEL GENERAL CARLOS IBANEZ DEL CAMPO,5620,EL CLARO,COYHAIQUE,4,4,3,907,True
LOS LAGOS,5621,19,OSORNO,4,4,3,6184,True
LA ARAUCANIA,5622,JAVIERA CARRERA PONIENTE,TEMUCO,4,4,4,5090,True
MAULE,5623,LA ISLA,SAGRADA FAMILIA,4,4,4,2640,True
MAULE,5624,COSTANERA,TALCA,4,4,3,1868,True
METROPOLITANA DE SANTIAGO,5625,A02,PUENTE ALTO,4,3,4,4307,True
COQUIMBO,5626,JORQUERA,SALAMANCA,4,4,3,459,True
ATACAMA,5627,19,COPIAPO,4,4,4,16887,True
VALPARAISO,5628,26,CALERA,4,4,4,333,True
METROPOLITANA DE SANTIAGO,5629,9,TALAGANTE,4,3,3,2581,True
ANTOFAGASTA,5630,ORIENTE,ANTOFAGASTA,4,2,2,3802,True
LIBERTADOR GENERAL BERNARDO OHIGGINS,5631,LOS PERALES,REQUINOA,4,4,4,2185,True
VALPARAISO,5632,034,VALPARAISO,4,4,4,912,True
LA ARAUCANIA,5633,LAS ENCINAS,TEMUCO,4,4,4,10071,True
COQUIMBO,5634,ESPAÑA,LA SERENA,4,4,4,2396,True
METROPOLITANA DE SANTIAGO,5635,3,LAMPA,4,3,4,1485,True
BIOBIO,5636,03U,CHIGUAYANTE,4,4,3,1230,True
LOS LAGOS,5637,GOYCOLEA,ANCUD,4,4,4,633,True
BIOBIO,5638,EL RETIRO,LOS ANGELES,4,4,4,12124,True
METROPOLITANA DE SANTIAGO,5639,LAS VERTIENTES,SAN JOSE DE MAIPO,4,3,4,1060,True
METROPOLITANA DE SANTIAGO,5640,16,ESTACION CENTRAL,4,3,3,5161,True
VALPARAISO,5641,011R,CASABLANCA,4,4,4,564,True
BIOBIO,5642,0009,CONCEPCION,4,4,2,825,True
